item code,item label,item type,item status,text type,text content,text type,text content,media url,price currencyid,price quantity,price value,price tax rate,attribute code,attribute type,subproduct code,product list type,property value,property type,catalog code,catalog list type
"7102-1509, 7102-1510, 7102-1511",Casco abierto negro LS2 cabrio solid,default,1,short,Casco abierto negro LS2 cabrio solid,long,long selection description,products/196-casco-abierto-ls2-cabrio-solid-1.jpg;products/196-casco-abierto-ls2-cabrio-solid-2.jpg;products/196-casco-abierto-ls2-cabrio-solid-3.jpg;products/196-casco-abierto-ls2-cabrio-solid-4.jpg,MXN,1,6910,6910,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7102-1450, 7102-1451, 7102-1452",Casco abierto rosa AGV BLADE E2205 multi too fast,default,1,short,Casco abierto rosa AGV BLADE E2205 multi too fast,long,long selection description,products/143-casco-abierto-agv-blade-e2205-multi-too-fast-1.jpg;products/143-casco-abierto-agv-blade-e2205-multi-too-fast-2.jpg;products/143-casco-abierto-agv-blade-e2205-multi-too-fast-3.jpg;products/143-casco-abierto-agv-blade-e2205-multi-too-fast-4.jpg,MXN,1,2741,2741,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7102-1470,Casco abierto rosa AGV city blade E2205 multi comodaz,default,1,short,Casco abierto rosa AGV city blade E2205 multi comodaz,long,long selection description,products/550-casco-abierto-rosa-agv-city-blade-e2205-multi-comodaz-1.jpg;products/550-casco-abierto-rosa-agv-city-blade-e2205-multi-comodaz-2.jpg;products/550-casco-abierto-rosa-agv-city-blade-e2205-multi-comodaz-3.jpg;products/550-casco-abierto-rosa-agv-city-blade-e2205-multi-comodaz-4.jpg,MXN,1,1452.57,1452.57,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7102-1533, 7102-1534",Casco abierto verde AGV CITY FLUID E2205 top-la tortuga,default,1,short,Casco abierto verde AGV CITY FLUID E2205 top-la tortuga,long,long selection description,products/144-casco-abierto-agv-city-fluid-e2205-top-la-tortuga-1.jpg;products/144-casco-abierto-agv-city-fluid-e2205-top-la-tortuga-2.jpg;products/144-casco-abierto-agv-city-fluid-e2205-top-la-tortuga-3.jpg,MXN,1,5294,5294,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
,Casco cerrado AGV EDICIÓN LIMITADA VALENTINO ROSSI,default,1,short,Casco cerrado AGV EDICIÓN LIMITADA VALENTINO ROSSI,long,long selection description,products/610-casco-cerrado-agv-edicion-limitada-valentino-rossi-1.jpg;products/610-casco-cerrado-agv-edicion-limitada-valentino-rossi-2.jpg;products/610-casco-cerrado-agv-edicion-limitada-valentino-rossi-3.jpg,MXN,1,38000,38000,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2290, 7103-2292",Casco cerrado AGV K-3 SV E2205 multi rav,default,1,short,Casco cerrado AGV K-3 SV E2205 multi rav,long,long selection description,products/558-casco-cerrado-agv-k-3-sv-e2205-multi-rav-1.jpg;products/558-casco-cerrado-agv-k-3-sv-e2205-multi-rav-2.jpg;products/558-casco-cerrado-agv-k-3-sv-e2205-multi-rav-3.jpg;products/558-casco-cerrado-agv-k-3-sv-e2205-multi-rav-4.jpg,MXN,1,5949,5949,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
" 7103-2550, 7103-2551, 7103-2552",Casco cerrado AGV K-3 SV E2205 top-la tortuga pinlock,default,1,short,Casco cerrado AGV K-3 SV E2205 top-la tortuga pinlock,long,long selection description,products/543-casco-cerrado-agv-k-3-sv-e2205-top-la-tortuga-pinlock-1.jpg;products/543-casco-cerrado-agv-k-3-sv-e2205-top-la-tortuga-pinlock-2.jpg;products/543-casco-cerrado-agv-k-3-sv-e2205-top-la-tortuga-pinlock-3.jpg;products/543-casco-cerrado-agv-k-3-sv-e2205-top-la-tortuga-pinlock-4.jpg,MXN,1,5019.99,5019.99,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2568, 7103-2567, 7103-2566",Casco cerrado amarillo AGV K-3 SV E2205 multi glimpse,default,1,short,Casco cerrado amarillo AGV K-3 SV E2205 multi glimpse,long,long selection description,products/140-casco-cerrado-agv-k-3-sv-e2205-multi-glimpse-1.jpg;products/140-casco-cerrado-agv-k-3-sv-e2205-multi-glimpse-2.jpg;products/140-casco-cerrado-agv-k-3-sv-e2205-multi-glimpse-3.jpg;products/140-casco-cerrado-agv-k-3-sv-e2205-multi-glimpse-4.jpg,MXN,1,6460,6460,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2572, 7103-2573",Casco cerrado amarillo AGV K-3 SV E2205 multi groovy,default,1,short,Casco cerrado amarillo AGV K-3 SV E2205 multi groovy,long,long selection description,products/148-casco-cerrado-agv-k-3-sv-e2205-multi-groovy-1.jpg;products/148-casco-cerrado-agv-k-3-sv-e2205-multi-groovy-2.jpg;products/148-casco-cerrado-agv-k-3-sv-e2205-multi-groovy-3.jpg;products/148-casco-cerrado-agv-k-3-sv-e2205-multi-groovy-4.jpg,MXN,1,4500.69,4500.69,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2559, 7103-2560, 7103-2561",Casco cerrado amarillo AGV K-3 SV E2205 top-elements,default,1,short,Casco cerrado amarillo AGV K-3 SV E2205 top-elements,long,long selection description,products/146-casco-cerrado-agv-k-3-sv-e2205-top-elements-1.jpg;products/146-casco-cerrado-agv-k-3-sv-e2205-top-elements-2.jpg;products/146-casco-cerrado-agv-k-3-sv-e2205-top-elements-3.jpg;products/146-casco-cerrado-agv-k-3-sv-e2205-top-elements-4.jpg,MXN,1,5020.01,5020.01,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2562, 7103-2563, 7103-2564",Casco cerrado amarillo AGV K-3 SV E2205 top-misano 2011 pinlock,default,1,short,Casco cerrado amarillo AGV K-3 SV E2205 top-misano 2011 pinlock,long,long selection description,products/158-casco-cerrado-agv-k-3-sv-e2205-top-misano-2011-1.jpg;products/158-casco-cerrado-agv-k-3-sv-e2205-top-misano-2011-2.jpg;products/158-casco-cerrado-agv-k-3-sv-e2205-top-misano-2011-3.jpg;products/158-casco-cerrado-agv-k-3-sv-e2205-top-misano-2011-4.jpg,MXN,1,5019.99,5019.99,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
 7103-2349,Casco cerrado amarillo AGV K-3 SV E2205 top-winter test 2012,default,1,short,Casco cerrado amarillo AGV K-3 SV E2205 top-winter test 2012,long,long selection description,products/135-casco-cerrado-agv-k-3-sv-e2205-top-winter-test-2012-1.jpg;products/135-casco-cerrado-agv-k-3-sv-e2205-top-winter-test-2012-2.jpg;products/135-casco-cerrado-agv-k-3-sv-e2205-top-winter-test-2012-3.jpg;products/135-casco-cerrado-agv-k-3-sv-e2205-top-winter-test-2012-4.jpg,MXN,1,6392,6392,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2098, 7103-2099, 7103-2100",Casco cerrado amarillo LS2 iron,default,1,short,Casco cerrado amarillo LS2 iron,long,long selection description,products/164-casco-cerrado-ls2-iron-1.jpg;products/164-casco-cerrado-ls2-iron-2.jpg;products/164-casco-cerrado-ls2-iron-3.jpg;products/164-casco-cerrado-ls2-iron-4.jpg,MXN,1,3084,3084,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2329, 7103-2330, 7103-2331",Casco cerrado amarillo LS2 rookie fan,default,1,short,Casco cerrado amarillo LS2 rookie fan,long,long selection description,products/180-casco-cerrado-ls2-rookie-fan-1.jpg;products/180-casco-cerrado-ls2-rookie-fan-2.jpg;products/180-casco-cerrado-ls2-rookie-fan-3.jpg;products/180-casco-cerrado-ls2-rookie-fan-4.jpg,MXN,1,2079,2079,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2028, 7103-2029, 7103-2030",Casco cerrado azul AGV K-3 E2205 top-el burro,default,1,short,Casco cerrado azul AGV K-3 E2205 top-el burro,long,long selection description,products/156-casco-cerrado-agv-k-3-e2205-top-el-burro-1.jpg;products/156-casco-cerrado-agv-k-3-e2205-top-el-burro-2.jpg;products/156-casco-cerrado-agv-k-3-e2205-top-el-burro-3.jpg;products/156-casco-cerrado-agv-k-3-e2205-top-el-burro-4.jpg,MXN,1,4328.33,4328.33,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2149, 7103-2150",Casco cerrado azul AGV K-3 E2205 top-mugello 2001,default,1,short,Casco cerrado azul AGV K-3 E2205 top-mugello 2001,long,long selection description,products/175-casco-cerrado-agv-k-3-e2205-top-mugello-2001-1.jpg;products/175-casco-cerrado-agv-k-3-e2205-top-mugello-2001-2.jpg;products/175-casco-cerrado-agv-k-3-e2205-top-mugello-2001-3.jpg;products/175-casco-cerrado-agv-k-3-e2205-top-mugello-2001-4.jpg,MXN,1,5516,5516,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2151, 7103-2152, 7103-2153",Casco cerrado azul AGV K-3 E2205 top-wake up,default,1,short,Casco cerrado azul AGV K-3 E2205 top-wake up,long,long selection description,products/190-casco-cerrado-agv-k-3-e2205-top-wake-up-1.jpg;products/190-casco-cerrado-agv-k-3-e2205-top-wake-up-2.jpg;products/190-casco-cerrado-agv-k-3-e2205-top-wake-up-3.jpg;products/190-casco-cerrado-agv-k-3-e2205-top-wake-up-4.jpg,MXN,1,3908.55,3908.55,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2182, 7103-2183, 7103-2184",Casco cerrado azul AGV K-3 SV E2205 top-five continents,default,1,short,Casco cerrado azul AGV K-3 SV E2205 top-five continents,long,long selection description,products/345-casco-cerrado-agv-k-3-sv-e2205-top-five-continents-1.jpg;products/345-casco-cerrado-agv-k-3-sv-e2205-top-five-continents-2.jpg;products/345-casco-cerrado-agv-k-3-sv-e2205-top-five-continents-3.jpg;products/345-casco-cerrado-agv-k-3-sv-e2205-top-five-continents-4.jpg,MXN,1,5572.3,5572.3,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2544, 7103-2545, 7103-2546",Casco cerrado azul AGV K-3 SV E2205 top-five continents pinlock,default,1,short,Casco cerrado azul AGV K-3 SV E2205 top-five continents pinlock,long,long selection description,products/549-casco-cerrado-azul-agv-k-3-sv-e2205-top-five-continents-pinlock-1.jpg;products/549-casco-cerrado-azul-agv-k-3-sv-e2205-top-five-continents-pinlock-2.jpg;products/549-casco-cerrado-azul-agv-k-3-sv-e2205-top-five-continents-pinlock-3.jpg;products/549-casco-cerrado-azul-agv-k-3-sv-e2205-top-five-continents-pinlock-4.jpg,MXN,1,5020.01,5020.01,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
" 7103-2222, 7103-2223, 7103-2224",Casco cerrado azul LS2 action,default,1,short,Casco cerrado azul LS2 action,long,long selection description,products/185-casco-cerrado-ls2-action-1.jpg;products/185-casco-cerrado-ls2-action-2.jpg;products/185-casco-cerrado-ls2-action-3.jpg,MXN,1,2379,2379,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2323, 7103-2324, 7103-2325",Casco cerrado azul LS2 stream bang,default,1,short,Casco cerrado azul LS2 stream bang,long,long selection description,products/343-casco-cerrado-ls2-stream-bang-1.jpg;products/343-casco-cerrado-ls2-stream-bang-2.jpg;products/343-casco-cerrado-ls2-stream-bang-3.jpg;products/343-casco-cerrado-ls2-stream-bang-4.jpg,MXN,1,3936,3936,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2251, 7103-2252, 7103-2254",Casco cerrado azul SHOEI RF-1200 dominance,default,1,short,Casco cerrado azul SHOEI RF-1200 dominance,long,long selection description,products/110-casco-cerrado-shoei-rf-1200-dominance-1.jpg;products/110-casco-cerrado-shoei-rf-1200-dominance-2.jpg;products/110-casco-cerrado-shoei-rf-1200-dominance-3.jpg;products/110-casco-cerrado-shoei-rf-1200-dominance-4.jpg,MXN,1,12603,12603,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2237, 7103-2238, 7103-2239",Casco cerrado azul SHOEI X-TWELVE montmelo marquez,default,1,short,Casco cerrado azul SHOEI X-TWELVE montmelo marquez,long,long selection description,products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-5.jpg;products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-4.jpg;products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-6.jpg;products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-1.jpg;products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-2.jpg;products/73-casco-cerrado-shoei-x-twelve-montmelo-marquez-3.jpg,MXN,1,16872,16872,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2105, 7103-2106, 7103-2107",Casco cerrado blanco AGV gt horizon absolute italia,default,1,short,Casco cerrado blanco AGV gt horizon absolute italia,long,long selection description,products/195-casco-cerrado-agv-gt-horizon-absolute-italia-1.jpg;products/195-casco-cerrado-agv-gt-horizon-absolute-italia-2.jpg;products/195-casco-cerrado-agv-gt-horizon-absolute-italia-3.jpg;products/195-casco-cerrado-agv-gt-horizon-absolute-italia-4.jpg,MXN,1,9210,9210,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2049,Casco cerrado blanco AGV K-3 E2205 multi italy flag,default,1,short,Casco cerrado blanco AGV K-3 E2205 multi italy flag,long,long selection description,products/170-casco-cerrado-agv-k-3-e2205-multi-italy-flag-5.jpg;products/170-casco-cerrado-agv-k-3-e2205-multi-italy-flag-6.jpg;products/170-casco-cerrado-agv-k-3-e2205-multi-italy-flag-7.jpg,MXN,1,2879,2879,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2045,Casco cerrado blanco AGV K-3 E2205 top-rossi icon,default,1,short,Casco cerrado blanco AGV K-3 E2205 top-rossi icon,long,long selection description,products/213-casco-cerrado-agv-k-3-e2205-top-rossi-icon-1.jpg;products/213-casco-cerrado-agv-k-3-e2205-top-rossi-icon-2.jpg;products/213-casco-cerrado-agv-k-3-e2205-top-rossi-icon-3.jpg;products/213-casco-cerrado-agv-k-3-e2205-top-rossi-icon-4.jpg,MXN,1,5257,5257,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2145, 7103-2146, 7103-2147",Casco cerrado blanco AGV K-3 SV E2205 multi comic,default,1,short,Casco cerrado blanco AGV K-3 SV E2205 multi comic,long,long selection description,products/166-casco-cerrado-agv-k-3-sv-e2205-multi-comic-1.jpg;products/166-casco-cerrado-agv-k-3-sv-e2205-multi-comic-2.jpg;products/166-casco-cerrado-agv-k-3-sv-e2205-multi-comic-3.jpg;products/166-casco-cerrado-agv-k-3-sv-e2205-multi-comic-4.jpg,MXN,1,6391,6391,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2212,Casco cerrado blanco LS2 chrono FF351,default,1,short,Casco cerrado blanco LS2 chrono FF351,long,long selection description,products/554-casco-cerrado-blanco-ls2-chrono-ff351-1.jpg;products/554-casco-cerrado-blanco-ls2-chrono-ff351-2.jpg;products/554-casco-cerrado-blanco-ls2-chrono-ff351-3.jpg;products/554-casco-cerrado-blanco-ls2-chrono-ff351-4.jpg,MXN,1,1722,1722,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2208, 7103-2209, 7103-2210",Casco cerrado blanco LS2 chrono FF352,default,1,short,Casco cerrado blanco LS2 chrono FF352,long,long selection description,products/199-casco-cerrado-ls2-chrono-1.jpg;products/199-casco-cerrado-ls2-chrono-2.jpg;products/199-casco-cerrado-ls2-chrono-3.jpg;products/199-casco-cerrado-ls2-chrono-4.jpg,MXN,1,2098,2098,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2193, 7103-2194, 7103-2195",Casco cerrado blanco LS2 dart FT2 frantic,default,1,short,Casco cerrado blanco LS2 dart FT2 frantic,long,long selection description,products/173-casco-cerrado-ls2-dart-ft2-frantic-1.jpg;products/173-casco-cerrado-ls2-dart-ft2-frantic-2.jpg;products/173-casco-cerrado-ls2-dart-ft2-frantic-3.jpg;products/173-casco-cerrado-ls2-dart-ft2-frantic-4.jpg,MXN,1,4897,4897,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2202, 7103-2203, 7103-2204",Casco cerrado blanco LS2 misfits,default,1,short,Casco cerrado blanco LS2 misfits,long,long selection description,products/193-casco-cerrado-ls2-misfits-1.jpg;products/193-casco-cerrado-ls2-misfits-2.jpg;products/193-casco-cerrado-ls2-misfits-3.jpg;products/193-casco-cerrado-ls2-misfits-4.jpg,MXN,1,2098,2098,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2336, 7103-2337, 7103-2338",Casco cerrado blanco LS2 rookie one,default,1,short,Casco cerrado blanco LS2 rookie one,long,long selection description,products/182-casco-cerrado-ls2-rookie-one-1.jpg;products/182-casco-cerrado-ls2-rookie-one-2.jpg;products/182-casco-cerrado-ls2-rookie-one-3.jpg;products/182-casco-cerrado-ls2-rookie-one-4.jpg,MXN,1,2079,2079,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2139,Casco cerrado blanco LS2 voltage,default,1,short,Casco cerrado blanco LS2 voltage,long,long selection description,products/89-casco-cerrado-ls2-voltage-1.jpg;products/89-casco-cerrado-ls2-voltage-5.jpg;products/89-casco-cerrado-ls2-voltage-4.jpg;products/89-casco-cerrado-ls2-voltage-6.jpg;products/89-casco-cerrado-ls2-voltage-3.jpg;products/89-casco-cerrado-ls2-voltage-7.jpg,MXN,1,3189,3189,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2456, 7103-2457, 7103-2458",Casco cerrado blanco SHOEI GT-AIR dauntless,default,1,short,Casco cerrado blanco SHOEI GT-AIR dauntless,long,long selection description,products/86-casco-cerrado-shoei-gt-air-dauntless-1.jpg;products/86-casco-cerrado-shoei-gt-air-dauntless-2.jpg;products/86-casco-cerrado-shoei-gt-air-dauntless-3.jpg;products/86-casco-cerrado-shoei-gt-air-dauntless-4.jpg,MXN,1,14511,14511,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2240, 7103-2241",Casco cerrado blanco SHOEI X-TWELVE motegi marquez,default,1,short,Casco cerrado blanco SHOEI X-TWELVE motegi marquez,long,long selection description,products/85-casco-cerrado-shoei-x-twelve-motegi-marquez-1.jpg;products/85-casco-cerrado-shoei-x-twelve-motegi-marquez-2.jpg;products/85-casco-cerrado-shoei-x-twelve-motegi-marquez-3.jpg;products/85-casco-cerrado-shoei-x-twelve-motegi-marquez-4.jpg,MXN,1,17505,17505,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2031, 7103-2032, 7103-2033",Casco cerrado grafico AGV K-3 E2205 top-la gallina,default,1,short,Casco cerrado grafico AGV K-3 E2205 top-la gallina,long,long selection description,products/134-casco-cerrado-agv-k-3-e2205-top-la-gallina-1.jpg;products/134-casco-cerrado-agv-k-3-e2205-top-la-gallina-2.jpg;products/134-casco-cerrado-agv-k-3-e2205-top-la-gallina-3.jpg;products/134-casco-cerrado-agv-k-3-e2205-top-la-gallina-4.jpg,MXN,1,3917.57,3917.57,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2179, 7103-2180, 7103-2181",Casco cerrado grafico AGV K-3 SV E2205 top-dreamtime,default,1,short,Casco cerrado grafico AGV K-3 SV E2205 top-dreamtime,long,long selection description,products/147-casco-cerrado-agv-k-3-sv-e2205-top-dreamtime-1.jpg;products/147-casco-cerrado-agv-k-3-sv-e2205-top-dreamtime-2.jpg;products/147-casco-cerrado-agv-k-3-sv-e2205-top-dreamtime-3.jpg;products/147-casco-cerrado-agv-k-3-sv-e2205-top-dreamtime-4.jpg,MXN,1,4891.01,4891.01,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2112, 7103-2113",Casco cerrado gris AGV gt block,default,1,short,Casco cerrado gris AGV gt block,long,long selection description,products/137-casco-cerrado-agv-gt-block-1.jpg;products/137-casco-cerrado-agv-gt-block-2.jpg;products/137-casco-cerrado-agv-gt-block-3.jpg;products/137-casco-cerrado-agv-gt-block-4.jpg,MXN,1,9418,9418,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2110, 7103-2109, 7103-2108",Casco cerrado gris AGV gt psyco,default,1,short,Casco cerrado gris AGV gt psyco,long,long selection description,products/99-casco-cerrado-agv-gt-psyco-1.jpg;products/99-casco-cerrado-agv-gt-psyco-2.jpg;products/99-casco-cerrado-agv-gt-psyco-3.jpg;products/99-casco-cerrado-agv-gt-psyco-4.jpg;products/99-casco-cerrado-agv-gt-psyco-5.jpg;products/99-casco-cerrado-agv-gt-psyco-6.jpg;products/99-casco-cerrado-agv-gt-psyco-7.jpg;products/99-casco-cerrado-agv-gt-psyco-8.jpg,MXN,1,8231,8231,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2497, 7103-2498",Casco cerrado gris AGV K-3 SV E2205 camodaz,default,1,short,Casco cerrado gris AGV K-3 SV E2205 camodaz,long,long selection description,products/145-casco-cerrado-agv-k-3-sv-e2205-camodaz-1.jpg;products/145-casco-cerrado-agv-k-3-sv-e2205-camodaz-2.jpg;products/145-casco-cerrado-agv-k-3-sv-e2205-camodaz-3.jpg;products/145-casco-cerrado-agv-k-3-sv-e2205-camodaz-4.jpg,MXN,1,6379,6379,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2577, 7103-2578, 7103-2579",Casco cerrado gris AGV K-3 SV E2205 multi scudetto,default,1,short,Casco cerrado gris AGV K-3 SV E2205 multi scudetto,long,long selection description,products/129-casco-cerrado-agv-k-3-sv-e2205-multi-scudetto-1.jpg;products/129-casco-cerrado-agv-k-3-sv-e2205-multi-scudetto-2.jpg;products/129-casco-cerrado-agv-k-3-sv-e2205-multi-scudetto-3.jpg;products/129-casco-cerrado-agv-k-3-sv-e2205-multi-scudetto-4.jpg,MXN,1,6460,6460,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2476, 7103-2475, 7103-2474",Casco cerrado gris SHOEI RF-1200 valkyrie,default,1,short,Casco cerrado gris SHOEI RF-1200 valkyrie,long,long selection description,products/121-casco-cerrado-shoei-rf-1200-valkyrie-1.jpg;products/121-casco-cerrado-shoei-rf-1200-valkyrie-2.jpg;products/121-casco-cerrado-shoei-rf-1200-valkyrie-3.jpg;products/121-casco-cerrado-shoei-rf-1200-valkyrie-4.jpg,MXN,1,12720,12720,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2513, 7103-2514, 7103-2515",Casco cerrado LS2 arrow R evo replica,default,1,short,Casco cerrado LS2 arrow R evo replica,long,long selection description,products/553-casco-cerrado-ls2-arrow-r-evo-replica-1.jpg;products/553-casco-cerrado-ls2-arrow-r-evo-replica-2.jpg;products/553-casco-cerrado-ls2-arrow-r-evo-replica-3.jpg;products/553-casco-cerrado-ls2-arrow-r-evo-replica-4.jpg,MXN,1,5747,5747,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2069,CASCO CERRADO LS2 CHANCE FF351.90,default,1,short,CASCO CERRADO LS2 CHANCE FF351.90,long,long selection description,products/556-casco-cerrado-ls2-chance-ff351-90-1.jpg;products/556-casco-cerrado-ls2-chance-ff351-90-2.jpg;products/556-casco-cerrado-ls2-chance-ff351-90-3.jpg;products/556-casco-cerrado-ls2-chance-ff351-90-4.jpg,MXN,1,1950,1950,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2205, 7103-2206, 7103-2207",CASCO CERRADO LS2 CHANCE FF352,default,1,short,CASCO CERRADO LS2 CHANCE FF352,long,long selection description,products/555-casco-cerrado-ls2-chance-ff352-1.jpg;products/555-casco-cerrado-ls2-chance-ff352-2.jpg;products/555-casco-cerrado-ls2-chance-ff352-3.jpg;products/555-casco-cerrado-ls2-chance-ff352-4.jpg,MXN,1,2098,2098,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2101, 7103-2102",Casco cerrado LS2 FT2 darmha,default,1,short,Casco cerrado LS2 FT2 darmha,long,long selection description,products/559-casco-cerrado-ls2-ft2-darmha-1.jpg;products/559-casco-cerrado-ls2-ft2-darmha-2.jpg;products/559-casco-cerrado-ls2-ft2-darmha-3.jpg;products/559-casco-cerrado-ls2-ft2-darmha-4.jpg,MXN,1,4263,4263,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2077, 7103-2078",Casco cerrado LS2 poker FF351.93,default,1,short,Casco cerrado LS2 poker FF351.93,long,long selection description,products/544-casco-cerrado-ls2-poker-ff351-93-1.jpg;products/544-casco-cerrado-ls2-poker-ff351-93-2.jpg;products/544-casco-cerrado-ls2-poker-ff351-93-3.jpg;products/544-casco-cerrado-ls2-poker-ff351-93-4.jpg,MXN,1,1950,1950,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2335, 7103-2160, 7103-2161, 7103-2162",Casco cerrado morado LS2 stream lux,default,1,short,Casco cerrado morado LS2 stream lux,long,long selection description,products/78-casco-cerrado-ls2-stream-lux-5.jpg;products/78-casco-cerrado-ls2-stream-lux-6.jpg;products/78-casco-cerrado-ls2-stream-lux-7.jpg;products/78-casco-cerrado-ls2-stream-lux-8.jpg,MXN,1,3716,3716,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2185, 7103-2186, 7103-2187",Casco cerrado naranja AGV K-3 SV E2205 top-elements,default,1,short,Casco cerrado naranja AGV K-3 SV E2205 top-elements,long,long selection description,products/80-casco-cerrado-agv-k-3-sv-e2205-top-elements-1.jpg;products/80-casco-cerrado-agv-k-3-sv-e2205-top-elements-2.jpg;products/80-casco-cerrado-agv-k-3-sv-e2205-top-elements-3.jpg;products/80-casco-cerrado-agv-k-3-sv-e2205-top-elements-4.jpg,MXN,1,4910.02,4910.02,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2423, 7103-2424, 7103-2425",Casco cerrado naranja LS2 rookie fan,default,1,short,Casco cerrado naranja LS2 rookie fan,long,long selection description,products/183-casco-cerrado-ls2-rookie-fan-1.jpg;products/183-casco-cerrado-ls2-rookie-fan-2.jpg;products/183-casco-cerrado-ls2-rookie-fan-3.jpg;products/183-casco-cerrado-ls2-rookie-fan-4.jpg,MXN,1,2079,2079,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2326, 7103-2327, 7103-2328",Casco cerrado naranja LS2 rookie ranger,default,1,short,Casco cerrado naranja LS2 rookie ranger,long,long selection description,products/88-casco-cerrado-ls2-rookie-ranger-1.jpg;products/88-casco-cerrado-ls2-rookie-ranger-2.jpg;products/88-casco-cerrado-ls2-rookie-ranger-3.jpg;products/88-casco-cerrado-ls2-rookie-ranger-4.jpg,MXN,1,2379,2379,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7103-2501, 7103-2502, 7103-2503",Casco cerrado naranja LS2 stream bang,default,1,short,Casco cerrado naranja LS2 stream bang,long,long selection description,products/209-casco-cerrado-ls2-stream-bang-1.jpg;products/209-casco-cerrado-ls2-stream-bang-2.jpg;products/209-casco-cerrado-ls2-stream-bang-3.jpg;products/209-casco-cerrado-ls2-stream-bang-4.jpg,MXN,1,3936,3936,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7103-2339,Casco cerrado negro AGV AX-8 evo dual,default,1,short,Casco cerrado negro AGV AX-8 evo dual,long,long selection description,products/160-casco-cerrado-agv-ax-8-evo-dual-1.jpg;products/160-casco-cerrado-agv-ax-8-evo-dual-2.jpg;products/160-casco-cerrado-agv-ax-8-evo-dual-3.jpg;products/160-casco-cerrado-agv-ax-8-evo-dual-4.jpg,MXN,1,10567,10567,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
