item code,item label,item type,item status,text type,text content,text type,text content,media url,price currencyid,price quantity,price value,price tax rate,attribute code,attribute type,subproduct code,product list type,property value,property type,catalog code,catalog list type
" 7602-1334 ,  7602-1335,  7602-1336",Chamarra textil air viper negro ALPINESTARS,default,1,short,Chamarra textil air viper negro ALPINESTARS,long,long selection description,products/625-chamarra-textil-air-viper-negro-alpinestars-2.jpg,MXN,1,5396,5396,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1298, 7602-1299, 7602-1300, 7602-1301",Chamarra textil air viper negro ALPINESTARS,default,1,short,Chamarra textil air viper negro ALPINESTARS,long,long selection description,products/542-chamarra-textil-air-viper-negro-alpinestars-1.jpg;products/542-chamarra-textil-air-viper-negro-alpinestars-2.jpg;products/542-chamarra-textil-air-viper-negro-alpinestars-3.jpg;products/542-chamarra-textil-air-viper-negro-alpinestars-4.jpg,MXN,1,5386,5386,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1110, 7602-1038",Chamarra textil air viper negro blanco ALPINESTARS,default,1,short,Chamarra textil air viper negro blanco ALPINESTARS,long,long selection description,products/337-chamarra-textil-air-viper-negro-blanco-alpinestars-1.jpg;products/337-chamarra-textil-air-viper-negro-blanco-alpinestars-2.jpg;products/337-chamarra-textil-air-viper-negro-blanco-alpinestars-3.jpg;products/337-chamarra-textil-air-viper-negro-blanco-alpinestars-4.jpg,MXN,1,5402,5402,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1303, 7602-1304, 7602-1305, 7602-1306",Chamarra textil air viper negro blanco rojo ALPINESTARS,default,1,short,Chamarra textil air viper negro blanco rojo ALPINESTARS,long,long selection description,products/338-chamarra-textil-air-viper-negro-blanco-rojo-alpinestars-2.jpg;products/338-chamarra-textil-air-viper-negro-blanco-rojo-alpinestars-1.jpg;products/338-chamarra-textil-air-viper-negro-blanco-rojo-alpinestars-3.jpg;products/338-chamarra-textil-air-viper-negro-blanco-rojo-alpinestars-4.jpg,MXN,1,4143.05,4143.05,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1282, 7602-1283, 7602-1284, 7602-1285",Chamarra textil contra agua alux fluo negro blanco ALPINESTARS,default,1,short,Chamarra textil contra agua alux fluo negro blanco ALPINESTARS,long,long selection description,products/339-chamarra-textil-contra-agua-alux-fluo-negro-blanco-alpinestars-1.jpg;products/339-chamarra-textil-contra-agua-alux-fluo-negro-blanco-alpinestars-2.jpg;products/339-chamarra-textil-contra-agua-alux-fluo-negro-blanco-alpinestars-3.jpg;products/339-chamarra-textil-contra-agua-alux-fluo-negro-blanco-alpinestars-4.jpg,MXN,1,5709,5709,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1274, 7602-1275, 7602-1276, 7602-1277",Chamarra textil contra agua alux negro ALPINESTARS,default,1,short,Chamarra textil contra agua alux negro ALPINESTARS,long,long selection description,products/340-chamarra-textil-contra-agua-alux-negro-alpinestars-2.jpg;products/340-chamarra-textil-contra-agua-alux-negro-alpinestars-1.jpg;products/340-chamarra-textil-contra-agua-alux-negro-alpinestars-3.jpg;products/340-chamarra-textil-contra-agua-alux-negro-alpinestars-4.jpg,MXN,1,5709,5709,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1286, 7602-1287, 7602-1288, 7602-1289",Chamarra textil contra agua alux negro blanco ALPINESTARS,default,1,short,Chamarra textil contra agua alux negro blanco ALPINESTARS,long,long selection description,products/341-chamarra-textil-contra-agua-alux-negro-blanco-alpinestars-2.jpg;products/341-chamarra-textil-contra-agua-alux-negro-blanco-alpinestars-1.jpg;products/341-chamarra-textil-contra-agua-alux-negro-blanco-alpinestars-3.jpg;products/341-chamarra-textil-contra-agua-alux-negro-blanco-alpinestars-4.jpg,MXN,1,5709,5709,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1278, 7602-1279, 7602-1280, 7602-1281","Chamarra textil contra agua alux negro,rojo ALPINESTARS",default,1,short,"Chamarra textil contra agua alux negro,rojo ALPINESTARS",long,long selection description,products/445-chamarra-textil-contra-agua-alux-negro-rojo-alpinestars-1.jpg;products/445-chamarra-textil-contra-agua-alux-negro-rojo-alpinestars-2.jpg;products/445-chamarra-textil-contra-agua-alux-negro-rojo-alpinestars-3.jpg;products/445-chamarra-textil-contra-agua-alux-negro-rojo-alpinestars-4.jpg,MXN,1,5709,5709,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1245, 7602-1244, 7602-1243",Chamarra textil contra agua gunner ALPINESTARS,default,1,short,Chamarra textil contra agua gunner ALPINESTARS,long,long selection description,products/347-chamarra-textil-contra-agua-gunner-alpinestars-2.jpg;products/347-chamarra-textil-contra-agua-gunner-alpinestars-1.jpg;products/347-chamarra-textil-contra-agua-gunner-alpinestars-3.jpg;products/347-chamarra-textil-contra-agua-gunner-alpinestars-4.jpg,MXN,1,7448,7448,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1249, 7602-1250, 7602-1248, 7602-1247",Chamarra textil contra agua gunner flou ALPINESTARS,default,1,short,Chamarra textil contra agua gunner flou ALPINESTARS,long,long selection description,products/348-chamarra-textil-contra-agua-gunner-flou-alpinestars-2.jpg;products/348-chamarra-textil-contra-agua-gunner-flou-alpinestars-1.jpg;products/348-chamarra-textil-contra-agua-gunner-flou-alpinestars-3.jpg;products/348-chamarra-textil-contra-agua-gunner-flou-alpinestars-4.jpg,MXN,1,7448,7448,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1134, 7602-1135, 7602-1045, 7602-1136, 7602-1319",Chamarra textil drystar andes flou ALPINESTARS,default,1,short,Chamarra textil drystar andes flou ALPINESTARS,long,long selection description,products/350-chamarra-textil-drystar-andes-flou-alpinestars-1.jpg;products/350-chamarra-textil-drystar-andes-flou-alpinestars-2.jpg;products/350-chamarra-textil-drystar-andes-flou-alpinestars-3.jpg;products/350-chamarra-textil-drystar-andes-flou-alpinestars-4.jpg,MXN,1,8129,8129,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1168, 7602-1169, 7602-1170, 7602-1171",Chamarra textil drystar andes grs ALPINESTARS,default,1,short,Chamarra textil drystar andes grs ALPINESTARS,long,long selection description,products/349-chamarra-textil-drystar-andes-grs-alpinestars-1.jpg;products/349-chamarra-textil-drystar-andes-grs-alpinestars-2.jpg;products/349-chamarra-textil-drystar-andes-grs-alpinestars-3.jpg,MXN,1,8129,8129,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7602-1361,Chamarra textil formula negro ALPINESTARS,default,1,short,Chamarra textil formula negro ALPINESTARS,long,long selection description,products/628-chamarra-textil-formula-negro-alpinestars-2.jpg,MXN,1,3810,3810,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1293, 7602-1294, 7602-1295, 7602-1296",Chamarra textil gore-tex new land ALPINESTARS,default,1,short,Chamarra textil gore-tex new land ALPINESTARS,long,long selection description,products/351-chamarra-textil-gore-tex-new-land-alpinestars-2.jpg;products/351-chamarra-textil-gore-tex-new-land-alpinestars-1.jpg;products/351-chamarra-textil-gore-tex-new-land-alpinestars-3.jpg;products/351-chamarra-textil-gore-tex-new-land-alpinestars-4.jpg,MXN,1,12411.81,12411.81,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1341,7602-1342, 7602-1343, 7602-1344",Chamarra textil motion negro ALPINESTARS,default,1,short,Chamarra textil motion negro ALPINESTARS,long,long selection description,products/627-chamarra-textil-motion-negro-alpinestars-2.jpg,MXN,1,2745,2745,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7602-1320,Chamarra textil mujer eloise air ALPINESTARS,default,1,short,Chamarra textil mujer eloise air ALPINESTARS,long,long selection description,products/352-chamarra-textil-mujer-eloise-air-alpinestars-5.jpg;products/352-chamarra-textil-mujer-eloise-air-alpinestars-1.jpg;products/352-chamarra-textil-mujer-eloise-air-alpinestars-3.jpg;products/352-chamarra-textil-mujer-eloise-air-alpinestars-4.jpg,MXN,1,5137,5137,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1267, 7602-1268, 7602-1269",Chamarra textil ray canvas  ALPINESTARS,default,1,short,Chamarra textil ray canvas  ALPINESTARS,long,long selection description,products/353-chamarra-textil-ray-canvas-alpinestars-1.jpg;products/353-chamarra-textil-ray-canvas-alpinestars-2.jpg;products/353-chamarra-textil-ray-canvas-alpinestars-3.jpg,MXN,1,8111,8111,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1323, 7602-1324, 7602-1325, 7602-1326",Chamarra textil T-GP R air ALPINESTARS,default,1,short,Chamarra textil T-GP R air ALPINESTARS,long,long selection description,products/355-chamarra-textil-t-pg-r-air-alpinestars-1.jpg;products/355-chamarra-textil-t-pg-r-air-alpinestars-2.jpg;products/355-chamarra-textil-t-pg-r-air-alpinestars-3.jpg;products/355-chamarra-textil-t-pg-r-air-alpinestars-4.jpg,MXN,1,7539,7539,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1327, 7602-1328, 7602-1329, 7602-1330",Chamarra textil T-GP R air fluo ALPINESTARS,default,1,short,Chamarra textil T-GP R air fluo ALPINESTARS,long,long selection description,products/354-chamarra-textil-t-gp-r-air-fluo-alpinestars-2.jpg;products/354-chamarra-textil-t-gp-r-air-fluo-alpinestars-1.jpg;products/354-chamarra-textil-t-gp-r-air-fluo-alpinestars-3.jpg,MXN,1,7539,7539,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7602-1252, 7602-1253, 7602-1290, 7602-1291",Chamarra textil ventilada luc air negro ALPINESTARS,default,1,short,Chamarra textil ventilada luc air negro ALPINESTARS,long,long selection description,products/356-chamarra-textil-ventilada-luc-air-negro-alpinestars-1.jpg;products/356-chamarra-textil-ventilada-luc-air-negro-alpinestars-2.jpg;products/356-chamarra-textil-ventilada-luc-air-negro-alpinestars-3.jpg;products/356-chamarra-textil-ventilada-luc-air-negro-alpinestars-4.jpg,MXN,1,5386,5386,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
Demo,Demo,default,1,short,Demo,long,long selection description,products/653-demo-1.jpg,MXN,1,0,0,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1160,Dunlop 100/90 - 19 D404 57H,default,1,short,Dunlop 100/90 - 19 D404 57H,long,long selection description,products/256-dunlop-100-90-19-d404-57h-1.jpg;products/256-dunlop-100-90-19-d404-57h-2.jpg;products/256-dunlop-100-90-19-d404-57h-3.jpg,MXN,1,2593,2593,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1187,Dunlop 110/90 - 18 geomax AT81 61M,default,1,short,Dunlop 110/90 - 18 geomax AT81 61M,long,long selection description,products/276-dunlop-110-90-18-geomax-at81-61m-1.jpg;products/276-dunlop-110-90-18-geomax-at81-61m-2.jpg;products/276-dunlop-110-90-18-geomax-at81-61m-3.jpg,MXN,1,2262,2262,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1161,Dunlop 110/90 - 19 D404 62H,default,1,short,Dunlop 110/90 - 19 D404 62H,long,long selection description,products/259-dunlop-11090-19-d404-62h-1.jpg;products/259-dunlop-11090-19-d404-62h-2.jpg;products/259-dunlop-11090-19-d404-62h-3.jpg,MXN,1,2964,2964,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1184,Dunlop 110/90 - 19 geomax MX32/MX3S 62M,default,1,short,Dunlop 110/90 - 19 geomax MX32/MX3S 62M,long,long selection description,products/280-dunlop-110-90-19-geomax-mx32-mx3s-62m-1.jpg;products/280-dunlop-110-90-19-geomax-mx32-mx3s-62m-2.jpg;products/280-dunlop-110-90-19-geomax-mx32-mx3s-62m-3.jpg,MXN,1,2721,2721,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1199,Dunlop 120/60 zr 17 sportmax Q3 55W,default,1,short,Dunlop 120/60 zr 17 sportmax Q3 55W,long,long selection description,products/272-dunlop-120-60-zr-17-sportmax-q3-55w-1.jpg;products/272-dunlop-120-60-zr-17-sportmax-q3-55w-2.jpg;products/272-dunlop-120-60-zr-17-sportmax-q3-55w-3.jpg,MXN,1,3027,3027,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1175,Dunlop 120/70 zr 17 sportmax Q3 58W,default,1,short,Dunlop 120/70 zr 17 sportmax Q3 58W,long,long selection description,products/274-dunlop-12070-zr-17-sportmax-q3-58w-1.jpg;products/274-dunlop-12070-zr-17-sportmax-q3-58w-2.jpg;products/274-dunlop-12070-zr-17-sportmax-q3-58w-3.jpg,MXN,1,3178,3178,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1181,Dunlop 120/70 zr 18 roadsmart II 59W,default,1,short,Dunlop 120/70 zr 18 roadsmart II 59W,long,long selection description,products/270-dunlop-12070-zr-18-roadsmart-ii-59w-1.jpg;products/270-dunlop-12070-zr-18-roadsmart-ii-59w-2.jpg;products/270-dunlop-12070-zr-18-roadsmart-ii-59w-3.jpg,MXN,1,3281,3281,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1181,Dunlop 120/90 - 18 geomax AT81 65M,default,1,short,Dunlop 120/90 - 18 geomax AT81 65M,long,long selection description,products/277-dunlop-120-90-18-geomax-at81-65m-1.jpg;products/277-dunlop-120-90-18-geomax-at81-65m-2.jpg;products/277-dunlop-120-90-18-geomax-at81-65m-3.jpg,MXN,1,2445,2445,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1157,Dunlop 130/70 R 18 elite 3 bias 63H,default,1,short,Dunlop 130/70 R 18 elite 3 bias 63H,long,long selection description,products/266-dunlop-130-70-r-18-elite-3-bias-63h-1.jpg;products/266-dunlop-130-70-r-18-elite-3-bias-63h-2.jpg;products/266-dunlop-130-70-r-18-elite-3-bias-63h-3.jpg,MXN,1,4184,4184,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1176,Dunlop 130/80 B 17 american elite 65H,default,1,short,Dunlop 130/80 B 17 american elite 65H,long,long selection description,products/262-dunlop-13080-b-17-american-elite-65h-1.jpg;products/262-dunlop-13080-b-17-american-elite-65h-2.jpg;products/262-dunlop-13080-b-17-american-elite-65h-3.jpg,MXN,1,4583,4583,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1055,Dunlop 130/90 - 16 D404 67H,default,1,short,Dunlop 130/90 - 16 D404 67H,long,long selection description,products/261-dunlop-13090-16-d404-67h-1.jpg;products/261-dunlop-13090-16-d404-67h-2.jpg;products/261-dunlop-13090-16-d404-67h-3.jpg,MXN,1,2892,2892,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1173,Dunlop 130/90 B 16 K591 64V,default,1,short,Dunlop 130/90 B 16 K591 64V,long,long selection description,products/268-dunlop-130-90-b-16-k591-64v-1.jpg;products/268-dunlop-130-90-b-16-k591-64v-2.jpg;products/268-dunlop-130-90-b-16-k591-64v-3.jpg,MXN,1,3882,3882,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1181,Dunlop 140/70-17 K505 66H,default,1,short,Dunlop 140/70-17 K505 66H,long,long selection description,products/267-dunlop-140-70-17-k505-66h-1.jpg;products/267-dunlop-140-70-17-k505-66h-2.jpg;products/267-dunlop-140-70-17-k505-66h-3.jpg,MXN,1,4049,4049,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1162,Dunlop 140/90-15 D404 70H,default,1,short,Dunlop 140/90-15 D404 70H,long,long selection description,products/255-dunlop-140-90-15-d404-70h-1.jpg;products/255-dunlop-140-90-15-d404-70h-2.jpg;products/255-dunlop-140-90-15-d404-70h-3.jpg,MXN,1,3270,3270,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1167,Dunlop 140/90-16 D404 77H,default,1,short,Dunlop 140/90-16 D404 77H,long,long selection description,products/258-dunlop-140-90-16-d404-77h-1.jpg;products/258-dunlop-140-90-16-d404-77h-2.jpg;products/258-dunlop-140-90-16-d404-77h-3.jpg,MXN,1,3261,3261,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1163,DUNLOP 170/80 - 15 D404 77H,default,1,short,DUNLOP 170/80 - 15 D404 77H,long,long selection description,products/257-dunlop-17080-15-d404-77h-1.jpg;products/257-dunlop-17080-15-d404-77h-2.jpg;products/257-dunlop-17080-15-d404-77h-3.jpg,MXN,1,3896,3896,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1183,Dunlop 180/55 zr 17 sportmax Q3 73W,default,1,short,Dunlop 180/55 zr 17 sportmax Q3 73W,long,long selection description,products/275-dunlop-180-55-zr-17-sportmax-q3-73w-1.jpg;products/275-dunlop-180-55-zr-17-sportmax-q3-73w-2.jpg;products/275-dunlop-180-55-zr-17-sportmax-q3-73w-3.jpg,MXN,1,4094,4094,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1177,Dunlop 180/65 B 16 american elite 81H,default,1,short,Dunlop 180/65 B 16 american elite 81H,long,long selection description,products/263-dunlop-18065-b-16-american-elite-81h-1.jpg;products/263-dunlop-18065-b-16-american-elite-81h-2.jpg;products/263-dunlop-18065-b-16-american-elite-81h-3.jpg,MXN,1,6366,6366,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1183,DUNLOP 180/65 B 16 american elite cara blanca 81H,default,1,short,DUNLOP 180/65 B 16 american elite cara blanca 81H,long,long selection description,products/264-dunlop-18065-b-16-american-elite-cara-blanca-81h-1.jpg;products/264-dunlop-18065-b-16-american-elite-cara-blanca-81h-2.jpg;products/264-dunlop-18065-b-16-american-elite-cara-blanca-81h-3.jpg,MXN,1,6634,6634,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1193,Dunlop 190/50 zr 17 sportmax Q3 73W,default,1,short,Dunlop 190/50 zr 17 sportmax Q3 73W,long,long selection description,products/273-dunlop-190-50-zr-17-sportmax-q3-73w-1.jpg;products/273-dunlop-190-50-zr-17-sportmax-q3-73w-2.jpg;products/273-dunlop-190-50-zr-17-sportmax-q3-73w-3.jpg,MXN,1,4557,4557,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1176,Dunlop 190/55 zr 17 sportmax Q3 75W,default,1,short,Dunlop 190/55 zr 17 sportmax Q3 75W,long,long selection description,products/271-dunlop-190-55-zr-17-sportmax-q3-75w-1.jpg;products/271-dunlop-190-55-zr-17-sportmax-q3-75w-2.jpg;products/271-dunlop-190-55-zr-17-sportmax-q3-75w-3.jpg,MXN,1,4924,4924,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6405-1200,Dunlop 190/60 ZR 17 D211 GP-A 78W,default,1,short,Dunlop 190/60 ZR 17 D211 GP-A 78W,long,long selection description,products/269-dunlop-190-60-zr-17-d211-gp-a-78w-1.jpg;products/269-dunlop-190-60-zr-17-d211-gp-a-78w-2.jpg;products/269-dunlop-190-60-zr-17-d211-gp-a-78w-3.jpg,MXN,1,6993,6993,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1158,Dunlop 240/40 R 18 elite 3 bias 79V,default,1,short,Dunlop 240/40 R 18 elite 3 bias 79V,long,long selection description,products/265-dunlop-240-40-r-18-elite-3-bias-79v-1.jpg;products/265-dunlop-240-40-r-18-elite-3-bias-79v-2.jpg;products/265-dunlop-240-40-r-18-elite-3-bias-79v-3.jpg,MXN,1,5651,5651,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1174,Dunlop 70/100 - 17 geomax MX32/MX3S 40M,default,1,short,Dunlop 70/100 - 17 geomax MX32/MX3S 40M,long,long selection description,products/281-dunlop-70-100-17-geomax-mx32-mx3s-40m-1.jpg;products/281-dunlop-70-100-17-geomax-mx32-mx3s-40m-2.jpg;products/281-dunlop-70-100-17-geomax-mx32-mx3s-40m-3.jpg,MXN,1,1088,1088,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1186,Dunlop 70/100 - 17 geomax MX52 40M,default,1,short,Dunlop 70/100 - 17 geomax MX52 40M,long,long selection description,products/284-dunlop-70-100-17-geomax-mx52-40m-1.jpg;products/284-dunlop-70-100-17-geomax-mx52-40m-2.jpg;products/284-dunlop-70-100-17-geomax-mx52-40m-3.jpg,MXN,1,1175,1175,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1178,Dunlop 70/100 - 19 geomax MX52 42M,default,1,short,Dunlop 70/100 - 19 geomax MX52 42M,long,long selection description,products/283-dunlop-70-100-19-geomax-mx52-42m-1.jpg;products/283-dunlop-70-100-19-geomax-mx52-42m-2.jpg;products/283-dunlop-70-100-19-geomax-mx52-42m-3.jpg,MXN,1,1369,1369,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1177,Dunlop 80/100 - 12 geomax MX32/MX3S 41M,default,1,short,Dunlop 80/100 - 12 geomax MX32/MX3S 41M,long,long selection description,products/282-dunlop-80-100-12-geomax-mx32-mx3s-41m-1.jpg;products/282-dunlop-80-100-12-geomax-mx32-mx3s-41m-2.jpg;products/282-dunlop-80-100-12-geomax-mx32-mx3s-41m-3.jpg,MXN,1,990,990,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1176,Dunlop 80/100 - 21 geomax MX32MX3S 51M,default,1,short,Dunlop 80/100 - 21 geomax MX32MX3S 51M,long,long selection description,products/278-dunlop-80-100-21-geomax-mx32mx3s-51m-1.jpg;products/278-dunlop-80-100-21-geomax-mx32mx3s-51m-2.jpg;products/278-dunlop-80-100-21-geomax-mx32mx3s-51m-3.jpg,MXN,1,2435,2435,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1164,Dunlop 90/100 - 14 geomax MX71 49M,default,1,short,Dunlop 90/100 - 14 geomax MX71 49M,long,long selection description,products/287-dunlop-90-100-14-geomax-mx71-49m-1.jpg;products/287-dunlop-90-100-14-geomax-mx71-49m-2.jpg;products/287-dunlop-90-100-14-geomax-mx71-49m-3.jpg,MXN,1,1452,1452,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1183,Dunlop 90/100 - 16 geomax MX32/MX3S 52M,default,1,short,Dunlop 90/100 - 16 geomax MX32/MX3S 52M,long,long selection description,products/279-dunlop-90-100-16-geomax-mx32-mx3s-52m-1.jpg;products/279-dunlop-90-100-16-geomax-mx32-mx3s-52m-2.jpg;products/279-dunlop-90-100-16-geomax-mx32-mx3s-52m-3.jpg,MXN,1,1509,1509,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6407-1179,Dunlop 90/100 - 16 geomax MX52 52M,default,1,short,Dunlop 90/100 - 16 geomax MX52 52M,long,long selection description,products/285-dunlop-90-100-16-geomax-mx52-52m-1.jpg;products/285-dunlop-90-100-16-geomax-mx52-52m-2.jpg;products/285-dunlop-90-100-16-geomax-mx52-52m-3.jpg,MXN,1,1473,1473,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1034,Dunlop MH90 B 16 D402 72H,default,1,short,Dunlop MH90 B 16 D402 72H,long,long selection description,products/252-dunlop-mh90-b-16-d402-72h-1.jpg;products/252-dunlop-mh90-b-16-d402-72h-2.jpg;products/252-dunlop-mh90-b-16-d402-72h-3.jpg,MXN,1,4301,4301,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1047,Dunlop MH90 B 21 D402 54H,default,1,short,Dunlop MH90 B 21 D402 54H,long,long selection description,products/251-dunlop-mh90-b-21-d402-54h-1.jpg;products/251-dunlop-mh90-b-21-d402-54h-2.jpg;products/251-dunlop-mh90-b-21-d402-54h-3.jpg,MXN,1,3152,3152,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1035,Dunlop MT90 B 16 D402 74H,default,1,short,Dunlop MT90 B 16 D402 74H,long,long selection description,products/254-dunlop-mt90-b-16-d402-74h-1.jpg;products/254-dunlop-mt90-b-16-d402-74h-2.jpg;products/254-dunlop-mt90-b-16-d402-74h-3.jpg,MXN,1,4251,4251,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
6403-1168,Dunlop MU85 B 16 D402 77H,default,1,short,Dunlop MU85 B 16 D402 77H,long,long selection description,products/253-dunlop-mu85-b-16-d402-77h-1.jpg;products/253-dunlop-mu85-b-16-d402-77h-2.jpg;products/253-dunlop-mu85-b-16-d402-77h-3.jpg,MXN,1,3976,3976,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7613-1089,Gorra ageless flat rojo ALPINESIARS,default,1,short,Gorra ageless flat rojo ALPINESIARS,long,long selection description,products/531-gorra-ageless-flat-rojo-alpinesiars-1.jpg,MXN,1,790,790,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1125, 7613-1126",Gorra ageless negro ALPINESTARS,default,1,short,Gorra ageless negro ALPINESTARS,long,long selection description,products/606-gorra-ageless-negro-alpinestars-2.jpg,MXN,1,670,670,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1123, 7613-1124",Gorra ageless rojo ALPINESTARS,default,1,short,Gorra ageless rojo ALPINESTARS,long,long selection description,products/605-gorra-ageless-rojo-alpinestars-2.jpg,MXN,1,670,670,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1109, 7613-1110",Gorra barney gris ALPINESTARS,default,1,short,Gorra barney gris ALPINESTARS,long,long selection description,products/599-gorra-barney-gris-alpinestars-2.jpg,MXN,1,860,860,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
7613-1127,Gorra champions negro unitalla ALPINESTARS,default,1,short,Gorra champions negro unitalla ALPINESTARS,long,long selection description,products/607-gorra-champions-negro-unitalla-alpinestars-2.jpg,MXN,1,602,602,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1130, 7613-1131",Gorra charles gris ALPINESTARS,default,1,short,Gorra charles gris ALPINESTARS,long,long selection description,products/609-gorra-charles-gris-alpinestars-2.jpg,MXN,1,656,656,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1069, 7613-1070",Gorra corporate hat negro ALPINESTARS,default,1,short,Gorra corporate hat negro ALPINESTARS,long,long selection description,products/593-gorra-corporate-hat-negro-alpinestars-1.jpg,MXN,1,923,923,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1107, 7613-1108",Gorra newhall gris ALPINESTARS,default,1,short,Gorra newhall gris ALPINESTARS,long,long selection description,products/598-gorra-newhall-gris-alpinestars-1.jpg,MXN,1,779,779,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
" 7613-1105 ,  7613-1106",Gorra newhall negro ALPINESTARS,default,1,short,Gorra newhall negro ALPINESTARS,long,long selection description,products/597-gorra-newhall-negro-alpinestars-2.jpg,MXN,1,779,779,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1115, 7613-1116",Gorra percent gris ALPINESTARS,default,1,short,Gorra percent gris ALPINESTARS,long,long selection description,products/602-gorra-percent-gris-alpinestars-2.jpg,MXN,1,779,779,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1113, 7613-1114",Gorra percent negro ALPINESTARS,default,1,short,Gorra percent negro ALPINESTARS,long,long selection description,products/601-gorra-percent-negro-alpinestars-2.jpg,MXN,1,779,779,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1117, 7613-1118",Gorra ride negro ALPINESTARS,default,1,short,Gorra ride negro ALPINESTARS,long,long selection description,products/613-gorra-ride-negro-alpinestars-2.jpg,MXN,1,586,586,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
"7613-1128, 7613-1129",Gorra ride speckle negro ALPINESTARS,default,1,short,Gorra ride speckle negro ALPINESTARS,long,long selection description,products/608-gorra-ride-speckle-negro-alpinestars-2.jpg,MXN,1,699,699,import-test,size,job_csv_test,default,1.5,package-weight,home,promotion
